wallet,wallet_full,n_pre_events,n_trades_pre,pct_events,avg_lead_h,avg_entry,avg_discount,avg_move,domain_hhi,top_domain
0x1cdd071bb612de6d66…,0x1cdd071bb612de6d66d0c882b676c663697de595,4,15,16.0,8.3,0.511,0.407,0.353,0.556,other
0x10b289276b2b69cac7…,0x10b289276b2b69cac7b1bbc58601009b6ee74ceb,4,31,16.0,13.2,0.32,0.577,0.57,0.563,politics
0xa6b7ebd5ce137c3b5d…,0xa6b7ebd5ce137c3b5d56f896a52eba71702bd5f3,3,4,12.0,4.4,0.867,0.133,0.707,0.625,politics
0xe9076a87c5ed90ef16…,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,3,193,12.0,6.9,0.622,0.373,0.365,0.814,other
0xbaa2bcb5439e985ce4…,0xbaa2bcb5439e985ce4ccf815b4700027d1b92c73,3,10,12.0,10.7,0.701,0.153,0.67,1.0,politics
0x1b4cc1e424c8cf8fd4…,0x1b4cc1e424c8cf8fd4b01fd5f910f82797f0d6a2,3,4,12.0,11.4,0.364,0.332,0.501,1.0,politics
0x6413bd26ffa5fcca38…,0x6413bd26ffa5fcca38b93e4e5b8f3303ca32ab24,3,7,12.0,12.3,0.613,-0.052,0.427,1.0,politics
0x2637aa568f566ed850…,0x2637aa568f566ed850650bb757d072c3055926e1,3,5,12.0,15.0,0.676,0.226,0.603,0.68,politics
0xd677672c3995d47918…,0xd677672c3995d47918d8ec013abca5138841a495,3,5,12.0,17.8,0.709,-0.005,0.522,1.0,politics
0x1fcc97d92bccec98ab…,0x1fcc97d92bccec98ab57be7f286c94425d77701b,3,10,12.0,18.8,0.496,0.414,0.71,1.0,politics
0x6e4976c274384ada57…,0x6e4976c274384ada57ae03b75e463585ad01f1af,3,13,12.0,23.1,0.568,0.323,0.621,1.0,politics
0x3803425eddbabb679c…,0x3803425eddbabb679c44c84470e05e9498917eaf,2,3,8.0,0.7,0.067,0.933,0.261,1.0,other
0x46f7bab597b69fa846…,0x46f7bab597b69fa846c3c89e0f8803d7423e0f92,2,5,8.0,0.8,0.074,0.925,0.274,1.0,other
0x2c46ffe86ee500875d…,0x2c46ffe86ee500875db3c679e52f6e64854cdac9,2,2,8.0,0.8,0.846,0.153,0.294,1.0,other
0xc23dc0eca9e1c2e293…,0xc23dc0eca9e1c2e293de8911b9ac254f0bcd82c8,2,2,8.0,0.8,0.98,0.02,0.294,1.0,other
0x2a69660046d7acc4ab…,0x2a69660046d7acc4ab204d7cc5ba78b0776cd2f7,2,9,8.0,0.9,0.207,0.793,0.261,1.0,other
0xd218e474776403a330…,0xd218e474776403a330142299f7796e8ba32eb5c9,2,12,8.0,1.1,0.483,0.517,0.261,1.0,other
0x0346afae2603313d2b…,0x0346afae2603313d2bbee96b628536c8cbe352a5,2,13,8.0,1.1,0.308,0.691,0.271,1.0,other
0x7409de7b7fa57fb9b5…,0x7409de7b7fa57fb9b508aadd987841ff8a0665a6,2,12,8.0,1.2,0.766,0.233,0.261,1.0,other
0x872d1f9b681a5c40ca…,0x872d1f9b681a5c40cab898fb31a2921927007f39,2,4,8.0,1.2,0.656,0.343,0.244,1.0,other
0x551c8f09fffa548899…,0x551c8f09fffa54889974a101e2af2b92c13dfe91,2,6,8.0,1.2,0.71,0.29,0.228,1.0,other
0x82e79f4f417e009b8a…,0x82e79f4f417e009b8a64679472a184d7d701c61c,2,5,8.0,1.2,0.846,0.154,0.234,1.0,other
0x1a2f67124f12eaa88b…,0x1a2f67124f12eaa88be0f6683a95abede555647a,2,5,8.0,1.2,0.65,0.35,0.234,1.0,other
0xa62373e4098417a42d…,0xa62373e4098417a42d666da61338dcc69e0fa4fe,2,12,8.0,1.2,0.452,0.548,0.261,1.0,other
0x0194effee159537f01…,0x0194effee159537f01de0543a24c23238882e3c5,2,2,8.0,1.2,0.735,0.265,0.294,1.0,other
0xdc8634e3191aa4be38…,0xdc8634e3191aa4be3868b17d9ef8ba9c58537e77,2,3,8.0,1.2,0.64,0.36,0.328,1.0,other
0xb8c6a4b9f29aa167f5…,0xb8c6a4b9f29aa167f54ca2ad424a2c13f2117b39,2,2,8.0,1.2,0.64,0.36,0.294,1.0,other
0xd1ed12197b7dc22ded…,0xd1ed12197b7dc22dede923727e9b714024dbd7cb,2,15,8.0,1.3,0.683,0.316,0.261,1.0,other
0x1b44945f8992fcea2b…,0x1b44945f8992fcea2b43034557e47d11827fd8de,2,3,8.0,1.3,0.723,0.276,0.261,1.0,other
0xfd91d04e1f890783f2…,0xfd91d04e1f890783f2ad31935b7d640c4f02b49a,2,2,8.0,1.3,0.885,0.115,0.294,1.0,other
0x7fea691e28d169a33c…,0x7fea691e28d169a33c500607279f2acb49058f74,2,14,8.0,1.3,0.434,0.566,0.309,1.0,other
0x18a460ad85afd38a62…,0x18a460ad85afd38a627960295c6ad6f2cd533a31,2,18,8.0,1.3,0.451,0.549,0.283,1.0,other
0x159799fcd583b2eadf…,0x159799fcd583b2eadf01f8d7e76de8dd36076ede,2,3,8.0,1.3,0.39,0.61,0.261,1.0,other
0x3e591ae11c10733179…,0x3e591ae11c107331790396ab098f339561212a66,2,3,8.0,1.3,0.403,0.596,0.261,1.0,other
0x5b45946c1ddec3ecd7…,0x5b45946c1ddec3ecd71a1ebcfca283af9967362b,2,2,8.0,1.3,0.272,0.727,0.294,1.0,other
0x2005d16a84ceefa912…,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,2,3,8.0,1.3,0.312,0.687,0.261,1.0,other
0x39fcd0aafb7047035e…,0x39fcd0aafb7047035e9323e6d1f99cd46f43e2f2,2,2,8.0,1.3,0.285,0.715,0.294,1.0,other
0x68e1e8efcb71c80906…,0x68e1e8efcb71c80906e87ca24107721846d4b2fa,2,3,8.0,1.4,0.567,0.433,0.328,1.0,other
0x224a89dbe0db0d6124…,0x224a89dbe0db0d6124b335edabd15b3f877da3d5,2,4,8.0,1.4,0.537,0.463,0.344,1.0,other
0x3089e1a6e3e9122c32…,0x3089e1a6e3e9122c328aebe47b86ff5e13b292f6,2,2,8.0,1.4,0.25,0.75,0.294,1.0,other
0xfd3e6449d0c1e80750…,0xfd3e6449d0c1e807501dcc17c0d9447201f35a7a,2,3,8.0,1.4,0.5,0.5,0.328,1.0,other
0x1312bd1b9b103233b8…,0x1312bd1b9b103233b8714237b1b3e0049d02e932,2,2,8.0,1.4,0.35,0.65,0.294,1.0,other
0xdd5c76a543bc127c42…,0xdd5c76a543bc127c42c4badb3509d8c7ea712ee3,2,2,8.0,1.4,0.325,0.675,0.294,1.0,other
0x9d207b859449e58c85…,0x9d207b859449e58c8582b58aac7242af7f5cd646,2,3,8.0,1.4,0.297,0.703,0.261,1.0,other
0x775d9de0c72c76a459…,0x775d9de0c72c76a459fadfbb4cd79d5715236beb,2,14,8.0,1.5,0.472,0.527,0.323,1.0,other
0x3fe142e9a3eb838e10…,0x3fe142e9a3eb838e10741ba1a83f48ed7d065b09,2,2,8.0,1.5,0.7,0.3,0.294,1.0,other
0x49ce7dcaf708e87a0c…,0x49ce7dcaf708e87a0c03f1078eeab533a413c3b5,2,2,8.0,1.5,0.735,0.265,0.294,1.0,other
0x0f3433d8b7596000bf…,0x0f3433d8b7596000bf1046aa822308d93cf67684,2,8,8.0,1.6,0.8,0.2,0.244,1.0,other
0x2a9d25b006d76b6f44…,0x2a9d25b006d76b6f44763f10fd8e3df2dbfba968,2,2,8.0,1.6,0.755,0.245,0.294,1.0,other
0xaf832ee0a182b2634a…,0xaf832ee0a182b2634a9811aded7571aa7394da82,2,2,8.0,1.6,0.365,0.635,0.294,1.0,other
0xcf0dbb27df3bb855f4…,0xcf0dbb27df3bb855f4b1cbcb533941b857a96c62,2,2,8.0,1.6,0.745,0.255,0.294,1.0,other
0x0a1823605c87a559c3…,0x0a1823605c87a559c3d6e601cee6775838b6ba41,2,2,8.0,1.6,0.74,0.26,0.294,1.0,other
0x5b6331e7ff0831a3fe…,0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4,2,5,8.0,1.7,0.52,0.48,0.327,0.68,other
0x01c78f8873c0c86d6b…,0x01c78f8873c0c86d6b6b92ff627e3802237ee995,2,13,8.0,1.7,0.438,0.561,0.364,1.0,other
0xf0214e0cd1ccb13354…,0xf0214e0cd1ccb13354a5b3702417ccd92b30e900,2,5,8.0,1.7,0.544,0.456,0.355,1.0,other
0xd7cad81671a67d7473…,0xd7cad81671a67d7473076efc1c5c97dd9ec9ebd1,2,3,8.0,1.7,0.53,0.47,0.328,1.0,other
0x5abcc3ff056b94d72c…,0x5abcc3ff056b94d72c2f2dc2f14ee4c26c29ec69,2,2,8.0,1.7,0.27,0.73,0.294,1.0,other
0xc1b5c7da3eda1d6dda…,0xc1b5c7da3eda1d6dda8c7b0180cf188f1cf0c8f8,2,31,8.0,1.9,0.563,0.436,0.349,1.0,other
0x555c311dd92f6c5502…,0x555c311dd92f6c550220780bd327f094cdfeee28,2,2,8.0,2.1,0.994,0.006,0.524,0.5,politics
0x076daa87c4fe1a8540…,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,2,17,8.0,2.3,0.601,0.398,0.336,1.0,other
0x31bcca50b0824ff6a5…,0x31bcca50b0824ff6a5d5cd1c6bd914040458f699,2,2,8.0,2.6,0.013,0.985,0.789,1.0,politics
0x204f72f35326db9321…,0x204f72f35326db932158cba6adff0b9a1da95e14,2,171,8.0,2.8,0.409,0.591,0.3,1.0,other
0x76095d4875424a627d…,0x76095d4875424a627ded761421576a56608b4094,2,2,8.0,2.8,0.73,0.27,0.294,1.0,other
0xc8ab97a9089a9ff7e6…,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,2,2,8.0,3.0,0.86,0.139,0.789,1.0,politics
0xdb15c812acf67fa578…,0xdb15c812acf67fa578f5d72e36e8160f1560fad9,2,2,8.0,3.3,0.635,0.365,0.294,1.0,other
0x84cfffc3f16dcc3530…,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,2,214,8.0,3.5,0.568,0.431,0.376,1.0,other
0xca972cdf160266af59…,0xca972cdf160266af59af5ad84d0577cb3ac75409,2,9,8.0,4.0,0.959,0.039,0.738,1.0,politics
0x35e36faa4cf1488d12…,0x35e36faa4cf1488d120580302ed1d149be749188,2,9,8.0,4.1,0.959,0.039,0.738,1.0,politics
0xb871bf59c438a55887…,0xb871bf59c438a558874582c2d64019f5c31d1cb8,2,3,8.0,4.1,0.483,0.517,0.701,0.556,politics
0x0d5f3020b3da232af2…,0x0d5f3020b3da232af2a29e0fe499e45e2a3a1171,2,10,8.0,4.1,0.518,0.482,0.294,1.0,other
0xc5bdf06de8ac9e1a90…,0xc5bdf06de8ac9e1a904408d101c0cdc86571ceaa,2,10,8.0,4.2,0.963,0.036,0.736,1.0,politics
0xdbc45db6ba0618e618…,0xdbc45db6ba0618e6182109854e8d19a77b4f4347,2,16,8.0,4.3,0.971,0.027,0.731,1.0,politics
0xc9c1250b2464d47e96…,0xc9c1250b2464d47e968dc18a93c2077be4514ebb,2,2,8.0,4.6,0.799,0.201,0.294,1.0,other
0x7c3db723f1d4d8cb9c…,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,2,8,8.0,4.7,0.953,0.046,0.739,1.0,politics
0xb6ce892dd3e01d4e30…,0xb6ce892dd3e01d4e30264f15fd9e61a4f62f895d,2,11,8.0,5.0,0.857,0.141,0.759,1.0,politics
0xed457c7e2e3e28cf81…,0xed457c7e2e3e28cf8129502010fcf8ae5b970d29,2,6,8.0,5.0,0.948,0.051,0.745,1.0,politics
0xbb65656c281bcc3a08…,0xbb65656c281bcc3a08ab33cff730157329aa1407,2,2,8.0,5.5,0.883,0.115,0.789,1.0,politics
0x874b25071e6260301e…,0x874b25071e6260301efc844c86f361693ca24af0,2,2,8.0,5.5,0.887,0.112,0.789,1.0,politics
0xffef0cea6e5033ac52…,0xffef0cea6e5033ac5289acb08733f3993316dabf,2,2,8.0,5.6,0.48,0.158,0.546,1.0,politics
0xf3fb23c98cb720442d…,0xf3fb23c98cb720442dc0f019a8cadc5b132eb340,2,3,8.0,5.8,0.251,0.266,0.444,1.0,politics
0x4ff68b164e26a6e22e…,0x4ff68b164e26a6e22e680f2ab86a49df4a194e36,2,2,8.0,5.9,0.19,0.81,0.624,0.5,politics
0x5b242dc2ebe5eb233d…,0x5b242dc2ebe5eb233d019d17301fdd63618ff36a,2,8,8.0,5.9,0.684,0.316,0.797,0.781,politics
0x748ac19f73c96312e9…,0x748ac19f73c96312e98227f49f65699542943c56,2,3,8.0,6.4,0.377,0.622,0.811,1.0,politics
0x3561190a250fbf7ced…,0x3561190a250fbf7cede1a83db23006c33eebf1b7,2,7,8.0,6.6,0.459,0.541,0.337,1.0,other
0xef1f437cc5a4af0d91…,0xef1f437cc5a4af0d91916e51ae8548d0fb7ed517,2,5,8.0,7.0,0.826,0.173,0.776,1.0,politics
0x5de72afd53f4860470…,0x5de72afd53f4860470ee0f4a11bf0eabddb1540c,2,4,8.0,8.1,0.39,0.609,0.789,1.0,politics
0xd5d75539d4914aadfa…,0xd5d75539d4914aadfafd042c10141e5f45e44952,2,2,8.0,8.4,0.69,-0.053,0.546,1.0,politics
0x54d1d9d97263e44747…,0x54d1d9d97263e44747bc4606dcdb38d3d0cf13f4,2,3,8.0,8.6,0.561,0.197,0.649,1.0,politics
0x7b0f8510a409ba9932…,0x7b0f8510a409ba99322f83e6ccef0eede71a179a,2,2,8.0,8.8,0.069,0.93,0.789,1.0,politics
0x3d1248fec79f46bd62…,0x3d1248fec79f46bd624c9ab0baacf5bf62384b82,2,4,8.0,9.0,0.345,0.613,0.722,1.0,politics
0xefde9ff487fae209ab…,0xefde9ff487fae209ab6e3157a8acb4276f9c783d,2,9,8.0,9.1,0.432,0.567,0.821,1.0,politics
0xfeee3be1a4e7a5ca8d…,0xfeee3be1a4e7a5ca8dc19c21cf9cb458be5520fb,2,3,8.0,9.2,0.782,0.218,0.635,0.556,politics
0x2b670a311561dcaf74…,0x2b670a311561dcaf741d8155451774d3fa7fb814,2,4,8.0,9.3,0.73,0.269,0.789,1.0,politics
0x738a4849db23670996…,0x738a4849db23670996f14dff96a2bc6a8f885996,2,4,8.0,9.5,0.51,0.367,0.655,1.0,politics
0x4478d7bd8a295691ac…,0x4478d7bd8a295691ac84f60a5ec2b47e122102a4,2,4,8.0,9.8,0.733,0.144,0.655,1.0,politics
0xca1f9b9d67d947c800…,0xca1f9b9d67d947c8007d9814e8f9d6045cccd282,2,3,8.0,9.9,0.157,0.842,0.811,1.0,politics
0x884a19794fbbf81652…,0x884a19794fbbf816527abb4dc866300268a7aa34,2,2,8.0,9.9,0.25,0.387,0.546,1.0,politics
0x929a8eb9be3dc9fa54…,0x929a8eb9be3dc9fa54970f10b8195766f1095ab4,2,3,8.0,10.3,0.813,0.185,0.753,1.0,politics
0xe2bfd02d9977bb53e5…,0xe2bfd02d9977bb53e5b9abf6e70b49264d0f75b5,2,3,8.0,10.4,0.643,0.193,0.588,1.0,politics
0x60a82a9abb8fed5a86…,0x60a82a9abb8fed5a860bbd7bf74941316c7d7d37,2,31,8.0,10.4,0.586,0.397,0.77,1.0,politics
0xb8a0cb1dc5f9715227…,0xb8a0cb1dc5f9715227a1e96337835e7705625bfa,2,3,8.0,10.4,0.448,0.254,0.473,1.0,politics
0x789e052206267705ff…,0x789e052206267705ff69a689d318305ad8e13bb1,2,3,8.0,10.6,0.549,0.287,0.588,1.0,politics
0x043a9756ca24d62f1a…,0x043a9756ca24d62f1aea20b61d63a63900b09785,2,2,8.0,10.6,0.14,0.859,0.789,1.0,politics
0xe562cfbf7b3292e0de…,0xe562cfbf7b3292e0deb29a5b8fd3c38af4794fa9,2,8,8.0,11.4,0.482,0.496,0.75,1.0,politics
0xfd8f5bba5b09d286b6…,0xfd8f5bba5b09d286b6d1db35cda8249bdd356f11,2,3,8.0,11.4,0.74,0.204,0.678,1.0,politics
0x58c028e7c41ba7ef2b…,0x58c028e7c41ba7ef2bde2142cd371cf491661c8e,2,5,8.0,11.5,0.474,0.525,0.793,1.0,politics
0xd67ba35aef659c8723…,0xd67ba35aef659c872377a5ac2becb7ada7f85780,2,10,8.0,11.7,0.706,0.243,0.696,1.0,politics
0x30bcac93cf1f695064…,0x30bcac93cf1f695064b7fca0bb6e056b531ac428,2,13,8.0,11.7,0.623,0.376,0.797,1.0,politics
0x92d0cb81e6c891b835…,0x92d0cb81e6c891b835c8e0272e8c323095bd269e,2,8,8.0,11.7,0.304,0.694,0.778,1.0,politics
0x37e686a200d2ccdb17…,0x37e686a200d2ccdb17ebf0e6bb4c6174d5b7f35c,2,8,8.0,11.7,0.311,0.687,0.778,1.0,politics
0xc798197ae9aff808af…,0xc798197ae9aff808af4406320f31d822ae788aab,2,10,8.0,11.8,0.422,0.502,0.719,1.0,politics
0x76234faa399ad8a753…,0x76234faa399ad8a753f8d33f5e28703eeeb46cb6,2,3,8.0,11.9,0.22,0.778,0.753,1.0,politics
0xb51b3beffd13cde071…,0xb51b3beffd13cde071ed799e70a7b0b598e8b4d9,2,20,8.0,12.0,0.729,0.254,0.786,1.0,politics
0x33e27ac64a453337cf…,0x33e27ac64a453337cfcea8345c705a407c573a1b,2,8,8.0,12.0,0.79,0.209,0.8,1.0,politics
0xb80b2c7c6a7223d08a…,0xb80b2c7c6a7223d08a0ceb5f7cbf543bee3cb047,2,3,8.0,12.0,0.293,0.465,0.649,1.0,politics
0x714f682e577a6892ee…,0x714f682e577a6892ee921290fd6ad213d11266d5,2,4,8.0,12.2,0.154,0.845,0.822,1.0,politics
0x31c4578b25af36f34c…,0x31c4578b25af36f34c8aa4cc85f0794bfbea622f,2,4,8.0,12.5,0.365,0.592,0.69,1.0,politics
0x751450fa3167f00422…,0x751450fa3167f00422d61eeefe5e85ad41245dd2,2,5,8.0,12.5,0.732,0.266,0.732,1.0,politics
0xcc7cc758832741d13a…,0xcc7cc758832741d13ad773e7074215922e354ce2,2,3,8.0,12.5,0.843,0.155,0.753,1.0,politics
0xff7ca9cd180d33119e…,0xff7ca9cd180d33119e653e3eb50555a3e2ccb233,2,7,8.0,12.8,0.738,0.087,0.565,1.0,politics
0xfc2f4f50ce2f6045d3…,0xfc2f4f50ce2f6045d35558a5e2d8d4b2ac6610c7,2,17,8.0,13.2,0.332,0.335,0.416,1.0,politics
0x7f6d3eb889c36ce8c7…,0x7f6d3eb889c36ce8c70ba2606c642ab2d4ebf6f6,2,4,8.0,13.2,0.27,0.687,0.69,1.0,politics
0xf2836053a3c32df8af…,0xf2836053a3c32df8af586a409abc6f936ef4da05,2,3,8.0,13.7,0.374,0.184,0.37,1.0,politics
0xa129abbec95b1880ed…,0xa129abbec95b1880ed3045c96bfff20639260838,2,3,8.0,13.7,0.69,0.308,0.6,0.556,politics
0x51b5b8b1574994d547…,0x51b5b8b1574994d5472351b368f6e6e4a1af9975,2,3,8.0,14.0,0.2,0.798,0.753,1.0,politics
0x6dd9b2a9559fafebc3…,0x6dd9b2a9559fafebc3fa0bf860b56ca3a56fbfe8,2,4,8.0,14.0,0.718,0.281,0.789,1.0,politics
0x3d1487b9a384635dcd…,0x3d1487b9a384635dcd7e438eb183e95351b5ee01,2,11,8.0,14.1,0.722,0.034,0.515,1.0,politics
0x9baebe30d1cefe0ac5…,0x9baebe30d1cefe0ac5be4be85189c9fa33e95d34,2,3,8.0,14.1,0.842,0.156,0.753,1.0,politics
0xd0a3d5db54ab46e740…,0xd0a3d5db54ab46e740da7cc4f4e59676b0a0962f,2,6,8.0,14.2,0.56,0.384,0.678,1.0,politics
0x5ccf62ac8155e49bc7…,0x5ccf62ac8155e49bc7d021a1a66e9ef18f5579d7,2,6,8.0,14.2,0.512,0.459,0.716,1.0,politics
0xd20b71c94cf1329b70…,0xd20b71c94cf1329b7042fa4d976b60663c463a20,2,4,8.0,14.3,0.297,0.66,0.722,1.0,politics
0x27b1c4821ca70c03bd…,0x27b1c4821ca70c03bd279e708520c765bec76a0b,2,4,8.0,14.4,0.507,0.492,0.295,1.0,other
0xd324e20e3462d859a2…,0xd324e20e3462d859a2913c5bfd162ed7f9aeb23c,2,3,8.0,14.5,0.193,0.806,0.811,1.0,politics
0xe85607bf3eddcc3f7c…,0xe85607bf3eddcc3f7cff16671695f5e96bba3789,2,5,8.0,14.8,0.515,0.144,0.412,1.0,politics
0x60a92c8620846d81f5…,0x60a92c8620846d81f5ea17b0564e0d4b7c545a71,2,12,8.0,15.1,0.319,0.513,0.537,1.0,politics
0xbacd00c9080a82ded5…,0xbacd00c9080a82ded56f504ee8810af732b0ab35,2,23,8.0,15.1,0.618,0.305,0.667,1.0,politics
0xaf2383b66194112d57…,0xaf2383b66194112d57ac196b00ab25f78c17aa95,2,11,8.0,15.1,0.767,0.201,0.703,1.0,politics
0x507b51630295906bc4…,0x507b51630295906bc404c52ef0456a7bdbec0742,2,2,8.0,15.9,0.835,0.164,0.789,1.0,politics
0x47ae6d13566c3418c4…,0x47ae6d13566c3418c4795c98ced1f197575eee94,2,11,8.0,16.0,0.601,0.058,0.389,1.0,politics
0xb03e9b1a6632e40186…,0xb03e9b1a6632e4018639a24ba89f7b62e09c1091,2,9,8.0,16.0,0.742,0.19,0.694,1.0,politics
0xbf4d202382ba570272…,0xbf4d202382ba5702721a8c43126f5f08163733ed,2,104,8.0,16.3,0.477,0.004,0.336,1.0,politics
0x853c37a959a5791b84…,0x853c37a959a5791b849e3f3225c7f5963746bd03,2,3,8.0,16.3,0.299,0.699,0.753,1.0,politics
0xd426adbc3c4461c860…,0xd426adbc3c4461c86099c26221c877f20e42334a,2,6,8.0,16.5,0.232,0.766,0.753,1.0,politics
0x0711e162e05349de3d…,0x0711e162e05349de3d87626dea4285d08537f03c,2,25,8.0,16.6,0.385,0.487,0.647,1.0,politics
0xa9f2d6b4a8b0b322dd…,0xa9f2d6b4a8b0b322ddb2f837c2852c1b47056c8e,2,11,8.0,16.8,0.612,0.151,0.472,1.0,politics
0xd902d85156fe7b309c…,0xd902d85156fe7b309c12299375c00d86ea83cdb9,2,6,8.0,16.8,0.652,0.347,0.76,1.0,politics
0x6ac247367282aad6b2…,0x6ac247367282aad6b2e445a16804afd5d21e99bf,2,6,8.0,16.9,0.278,0.64,0.721,1.0,politics
0x0787a58e205a70320d…,0x0787a58e205a70320db638113fe8da18c8800ca3,2,19,8.0,17.1,0.682,0.283,0.769,1.0,politics
0x94bbb8f7632d11dead…,0x94bbb8f7632d11dead6b8970646ad5655a5fc320,2,4,8.0,17.2,0.648,0.35,0.778,1.0,politics
0x4eaace1e260f935b34…,0x4eaace1e260f935b3401e6c130930e9259ed999b,2,3,8.0,17.5,0.683,0.019,0.473,1.0,politics
0x0562e01b3c3e65bb93…,0x0562e01b3c3e65bb93bf0de32f02cec238a79d66,2,4,8.0,18.0,0.347,0.502,0.645,1.0,politics
0x5b1d577f26af007689…,0x5b1d577f26af007689b8b2f58763dafb89b88895,2,11,8.0,18.4,0.72,0.277,0.716,1.0,politics
0x25257a6a89dba93dd0…,0x25257a6a89dba93dd0c536b6279365632a4eb919,2,5,8.0,18.6,0.454,0.447,0.634,1.0,politics
0xf4c7a145c2266c13eb…,0xf4c7a145c2266c13eb7f3c12928d3becd989def7,2,3,8.0,18.6,0.712,0.286,0.753,1.0,politics
0xd39756c2ba84e685e8…,0xd39756c2ba84e685e897278b97f21896f26d5f62,2,3,8.0,19.0,0.447,0.353,0.575,1.0,politics
0x0739beca79df745311…,0x0739beca79df745311196936eb2b768c6ccdaba8,2,12,8.0,19.1,0.706,0.184,0.633,1.0,politics
0x39cab3872b624ceebc…,0x39cab3872b624ceebcc37666f2b08f4609d17605,2,3,8.0,19.2,0.499,0.445,0.678,1.0,politics
0xcb8496cc199dc54e52…,0xcb8496cc199dc54e52d4581fe232fd0c686f8bbd,2,3,8.0,19.6,0.713,0.23,0.678,1.0,politics
0x5297f1e1d0f0584537…,0x5297f1e1d0f0584537af763652a0a5f874037b99,2,3,8.0,19.7,0.537,0.021,0.37,1.0,politics
0xad5b037d10533e35dd…,0xad5b037d10533e35ddc8ff2c00c864282adffadd,2,4,8.0,19.7,0.7,0.298,0.745,1.0,politics
0x9238743eeba8bbfe9e…,0x9238743eeba8bbfe9e85ac7ba2e1e3d77877b73e,2,14,8.0,19.9,0.395,0.419,0.532,1.0,politics
0xdda510aea9859bbdbf…,0xdda510aea9859bbdbf9ea690d7e3d9557e2ac82a,2,4,8.0,19.9,0.668,0.209,0.622,1.0,politics
0x124f1f38b694344eee…,0x124f1f38b694344eeefcc1e4a36fe87601510dea,2,9,8.0,20.3,0.423,0.358,0.516,1.0,politics
0x3d60a4dcf361d6eed0…,0x3d60a4dcf361d6eed01bfadd0c6cfc2ac8866df2,2,12,8.0,20.4,0.479,0.129,0.414,1.0,politics
0x87d1d4198017f86f32…,0x87d1d4198017f86f327c150c73cdd9ac89e33da3,2,5,8.0,20.4,0.304,0.661,0.688,1.0,politics
0x39d0f1dca6fb7e5514…,0x39d0f1dca6fb7e5514858c1a337724a426764fe8,2,5,8.0,20.5,0.53,0.468,0.732,1.0,politics
0xa03201c619f89158f3…,0xa03201c619f89158f3e57f48bf0304cf70a7679e,2,17,8.0,20.6,0.597,0.248,0.57,1.0,politics
0xdf17f4a8dd01a4cfa6…,0xdf17f4a8dd01a4cfa6fc3da323a2baee5f8697d1,2,9,8.0,20.6,0.782,0.179,0.669,1.0,politics
0x9b22f05eab284c3379…,0x9b22f05eab284c3379ef2576019739e32a273a92,2,3,8.0,21.1,0.303,0.64,0.678,1.0,politics
0x52f9c45a6fa8182649…,0x52f9c45a6fa8182649067bef26209878b935e1c7,2,6,8.0,21.2,0.547,0.155,0.473,1.0,politics
0xe9cd13bcf3366aed17…,0xe9cd13bcf3366aed1788c0cfc694cbf5afce701f,2,4,8.0,21.2,0.753,0.245,0.745,1.0,politics
0xe762c62c0cd669fe9f…,0xe762c62c0cd669fe9f6c7ac08be8e2700418064b,2,7,8.0,21.4,0.377,0.467,0.554,1.0,politics
0xbb985dc6d168f4e830…,0xbb985dc6d168f4e830f5448dc295b83054c16d3c,2,7,8.0,21.4,0.652,0.275,0.628,1.0,politics
0x0e2cc652e8f987820e…,0x0e2cc652e8f987820efc26dc988de884e3069294,2,16,8.0,21.9,0.702,0.297,0.778,1.0,politics
0x9f66aa958734d9d5af…,0x9f66aa958734d9d5af35f5f19a276d23e84f3a50,2,20,8.0,22.3,0.667,0.209,0.586,1.0,politics
0x70ca9b799d7e6f83e6…,0x70ca9b799d7e6f83e6d443fa6430eeb160b22443,2,5,8.0,22.7,0.488,0.294,0.435,0.68,politics
0xca23111ccc44df5c91…,0xca23111ccc44df5c9196627c875a72746a92f403,2,15,8.0,22.7,0.74,0.258,0.773,1.0,politics
0xe8a39534c0c14a7ed3…,0xe8a39534c0c14a7ed3e9eac7d0aef314434d9713,2,3,8.0,22.7,0.303,0.694,0.753,1.0,politics
0xe39783f92ee0985f1a…,0xe39783f92ee0985f1ab5fe514030f946825abfcb,2,25,8.0,22.8,0.495,0.202,0.429,1.0,politics
0x17b4980a012fc5fe66…,0x17b4980a012fc5fe666f8b258dd6360938b362ba,2,3,8.0,24.1,0.757,0.187,0.678,1.0,politics
0xc0402e527a464e782b…,0xc0402e527a464e782bca96f802c77e5db8d8beac,2,20,8.0,24.9,0.467,0.229,0.429,1.0,politics
0x799993dbefc3558fd6…,0x799993dbefc3558fd6d48744fc1d8d4528b61d86,2,5,8.0,24.9,0.614,0.174,0.52,1.0,politics
0xac681984b55e80e2c7…,0xac681984b55e80e2c7bd30ad8931009fe009f1fc,2,3,8.0,25.0,0.677,0.321,0.6,0.556,politics
0x9a3fa403a6666eef75…,0x9a3fa403a6666eef75f92f181fcf13f9c051914a,2,11,8.0,26.1,0.664,0.245,0.614,1.0,politics
