token,condition_id,question,entry_date,entry_price,res_date,outcome,volume,trade_return
23782335180841208231058001004578375287996250697612804494041169574240179552024,0xe57fce6d333b67f7fb948464a393689ef410fe70dbded0f2f8bce59ffb205355,"US strikes Iran by February 22, 2026?",2026-02-17,0.11,2026-02-17 00:00:00.000,0.0,12611170.017129,-1.0
6516247219552728703694288089095505745087341917196574102768180597707063347136,0x5e5482b1e2afa7bed0b9a0c3c8ad33a83dd6cc6d649666cdf1977be64c42c82a,Epstein suicide note released by May 8?,2026-05-07,0.11,2026-05-31 00:00:00.000,0.0,14180619.718706006,-1.0
6308246834299809644599996350028819065720794060706840760707195752509814012860,0xee483d462c5ef89bfb5e7662abb62714354a0f6f3a6c6c0df74933607ae9b81b,"Will Bitcoin dip to $55,000 in February?",2026-02-19,0.1105,2026-03-01 05:00:00.000,0.0,7296072.016791,-1.0
112877528856520353482564013140192892989789924402291080053780222025421703201106,0x57d84abe570ed54c362a54e5a77489fa051c3e0d0cdfeae36148e244668bf403,Israel strike on Iranian nuclear facility in 2024?,2024-11-16,0.1105,2024-12-31 12:00:00.000,0.0,10075557.869042,-1.0
105953956915150002522974165882693825582092111865946642103065245868242929489995,0x2a496f947e51993cdb4af43c8dd851780a8bac86c06cd7ad5dcd5741f46ce843,Will Jake Paul vs. Anthony Joshua have no official winner?,2025-12-13,0.11199999999999999,2025-12-19 00:00:00.000,0.0,15085502.841227,-1.0
7988364699307342268260495915445731509602502693363579435248273813409237524599,0x6c3d5fba5442f3e725eb89b7cffcc341ca3105cddaac09c1e4bc8e7010f0fe40,Fed decreases interest rates by 50+ bps after September 2025 meeting?,2025-09-07,0.11449999999999999,2025-09-17 12:00:00.000,0.0,49890284.071409,-1.0
14043105760637709189447891018409043949145014678306461040633394405047072239189,0x4290a4aa43a0707f0f1193c73667074f2ef5ce8ab5d6fcdd4ca645bfe1528f03,"Will Bitcoin dip to $60,000 in March?",2026-03-18,0.11499999999999999,2026-04-01 04:00:00.000,0.0,7334705.631073961,-1.0
5708561660601459805512817131601230493971589760294984590237789749933853841330,0x3c6bcb7da14ea576e5af25547dbd96f2bb24ac34e748e76aecff2ee9195dd1ac,US x Iran ceasefire by March 31?,2026-03-18,0.11499999999999999,2026-03-18 00:00:00.000,0.0,44375995.32362798,-1.0
104302892772638837333710510023821201665416432071049864829496654361618497527919,0x4997c22d314ed5e9f3712e46eb4847441b51fa730d10ad26240afa85f5d902be,Will the Iran ceasefire continue through May 22?,2026-05-21,0.11499999999999999,2026-05-21 00:00:00.000,0.0,9281356.548808977,-1.0
61126256121703664410312290595141090694867643897263015030941740701547651600158,0xf43e04b0ede60be1bd19d17e2cd9a7e52709b667e9f0bebbef34e3e8c53a6ff3,Will RFK Jr. drop out by Friday?,2024-08-23,0.11499999999999999,2024-08-23 12:00:00.000,0.0,9659775.26,-1.0
82855088893985825781350466813737280564000275725006328179621744619327480699369,0x4c5701bcde0b8fb7d7f48c8e9d20245a6caa58c61a77f981fad98f2bfa0b1bc7,US x Iran ceasefire by April 7?,2026-03-29,0.11499999999999999,2026-04-07 00:00:00.000,1.0,173696184.17746878,7.695652173913045
100959738883588056549629713272524015062919617765705425762311330028980363847537,0x8a38e9511fe17e13fa7c3fc65923983c22d4d494b69091fad0107637a7cd1e32,"US strikes Iran by February 23, 2026?",2026-02-17,0.11499999999999999,2026-02-17 00:00:00.000,0.0,14022418.787406,-1.0
89985317983195116196847912662733840736741033181969862249321821942712441807494,0x337e5c84b83679d5557acafcf78b5c5d4d932b9fcd7dfba7966249d64f0f0a0f,"Will Bitcoin reach $80,000 in March?",2026-03-22,0.11499999999999999,2026-04-01 04:00:00.000,0.0,8681375.204627028,-1.0
72964978221398605522514751377428383911377976290846845653048953950250638951071,0x421bc1929df1429cf2cb94f80c1ce6a3ed0d1f0b7a2749b9890075f94eb549e9,"US x Iran permanent peace deal by May 26, 2026?",2026-05-22,0.11499999999999999,2026-05-26 00:00:00.000,0.0,22930944.340371944,-1.0
21862621641339836174497511094063892750017129328914984752742038084309716186124,0xa5501b4dc0c99c382b1c2871ad9141c7f58509a0f962f70a38bb6566ec570049,Will Spain win on 2026-06-15?,2026-06-05,0.11499999999999999,2026-06-15 16:00:00.000,1.0,21209383.43092772,7.695652173913045
26743053013371365007476551740114280533872198414218154821939946443052738700427,0xc5821602b440e61665dce5dcdc0fd20153864ba185d26a13e9be80fe98bb9e97,Fed decreases interest rates by 25 bps after May 2025 meeting?,2025-04-27,0.11499999999999999,2025-05-07 12:00:00.000,0.0,21653201.774564,-1.0
31973687607106606328532719297320986653385741832896208360942101167750266344121,0xb41303fef1fad2465522ed3d9a0d26d7593733e3b567d7888b981056b33865df,Will Jake Paul vs. Mike Tyson have no official winner?,2024-11-06,0.11499999999999999,2024-11-06 00:00:00.000,0.0,14968970.920633,-1.0
92338023949892178944669766466918011858071833335063600591564160751176113496073,0xe546672750517f62c45a5a00067481981e62b9c20fa8220203232c9dc8fd2093,"Russia x Ukraine ceasefire by June 30, 2026?",2026-04-30,0.11499999999999999,2026-06-30 00:00:00.000,1.0,60668118.31172506,7.695652173913045
106557604717602113920600801749904879974434032145488421875350401168244254486067,0xa6468d69ef786a8ae325f9a7bda944fbea3984f3d8c6617ca321c804961999f9,Will the Denver Broncos win Super Bowl 2026?,2026-01-16,0.11549999999999999,2026-02-08 12:00:00.000,0.0,9185427.806635,-1.0
87131883634563540067671221116339643844999308263887623932581338240758165480193,0xb13e67e43f3ea7015f472f56660e58fb41e761c0dee63862b379feefafb6efbe,Pakistan military strike on India by Friday?,2025-05-07,0.11599999999999999,2025-05-09 12:00:00.000,0.0,17133334.887141,-1.0
17186228930277269925710685008112720110989575576784224613930645093956299392660,0x74da675b5e1363b2215f24f29a13c067ff00220e2ac884a0fac7a94a51aa016e,Will Jake Paul win his boxing match against Anthony Joshua?,2025-12-15,0.11699999999999999,2025-12-19 00:00:00.000,0.0,26258664.60106,-1.0
16571355100327104454501190118689337347118543324830329817599252230759175472329,0x80b4f6ca982ba1ff550316f725193f5f29761bf65770e37f11fa4b9736f1f7c1,Will the Commanders win Super Bowl 2025?,2025-01-21,0.1195,2025-02-09 12:00:00.000,0.0,30528260.8240941,-1.0
51232298620598808211128525927309438802348162042910033094563587361673541000756,0x95534417f10863c4b7e4bd71c070fdc6c0b0c25b6fd10f87a3142f66dc00e835,Will Han Duck-soo be the People's Power Party candidate for president?,2025-04-30,0.123,2025-06-03 12:00:00.000,0.0,23780140.489083,-1.0
36015544153030727250158185609377492281773033458418710841306768932509083478086,0x547ef94db08a64532c8e8a57a90a5e680ee775e9e9c790ac092cad123a051ad6,Monad market cap (FDV) >$2B one day after launch?,2025-11-20,0.1235,2026-06-30 00:00:00.000,0.0,7362833.34727,-1.0
61787348406499986782646363055725095898833747257297648934416629223035862820857,0xa201124f1421c39673f834dc55f82560d3b7734772254f9e72fcb35fe441d41f,Will T1 win LoL Worlds 2025?,2025-10-30,0.125,2025-11-09 00:00:00.000,1.0,7753176.610305,7.0
8579843949221529444380268425264010705030328068961902478914832269641916448179,0xa1f3c8115c6145f1c2bde3328ce1a21e89d0dd00385667cdf76bfb89a993e00b,Lakers vs. Thunder,2026-05-03,0.125,2026-05-05 04:00:00.000,0.0,7617810.163455088,-1.0
61327632403367261314832668259215553263335602377997174130320561710666270266066,0x6c690bec3395d02419c4ab3fefbdcff6bc8e589eccc49a4d8d62cf51912e56d6,MSFT shareholders vote for Bitcoin investment? ,2024-12-01,0.125,2024-12-10 12:00:00.000,0.0,7603059.085456,-1.0
25714007960293389110960044475283546872601238755063051359394740854408462452120,0x3733a1b647e7364095736ab0966465d896a84cf3b6bc1695ca1f26c3239b3868,"MicroStrategy sells any Bitcoin by May 31, 2026?",2026-05-25,0.125,2026-07-01 04:00:00.000,0.0,375813104.55575246,-1.0
80746058984644290629624903019922696017323803605256698757445938534814122585786,0x58f4542341fcc66a2197877b7487ebe901b689ec42bcdbb0a070f5536d91459e,No change in Fed interest rates after December 2025 meeting?,2025-11-30,0.125,2025-12-10 00:00:00.000,0.0,44523455.111481,-1.0
85225218797069028563094667600602567742144512287368267123804068392749681585320,0x301b154251f874fe66587efb5131bde608022e3816decc893051f6986da34f4f,Was Milei hacked?,2025-02-15,0.125,2025-02-16 12:00:00.000,0.0,8660155.482632,-1.0
22119000719681531437948032382989063388011227465477033236689483589000306519260,0xe1c67f75aac5b10dc28f1a2fbb79b079fc7f7320abfbd6a950a50c372979569b,"US strikes Iran by February 20, 2026?",2026-02-11,0.125,2026-02-11 00:00:00.000,0.0,18810054.309004,-1.0
62374557612691330043510053829591470998236327248924987579815802826988260253261,0x0fb006e0c06caa4db12f7e30ec8c2483d658f83eb57b2ee8eb478e39beca3dfd,Will Ivan Cepeda Castro win the 2026 Colombian presidential election?,2026-06-14,0.125,2026-06-21 14:00:00.000,0.0,7331927.18613499,-1.0
52859417050735918868656908741603454505096049718734443404219679209972083783955,0x3d16ed6f91ad7d3ffb1633e792a6b5595cbd30cf8a9f63883ade9e6e97c8bdc8,US x Venezuela military engagement by October 31?,2025-10-23,0.125,2025-10-31 00:00:00.000,0.0,6816571.45939,-1.0
110765302299513456585207845551762220756544326353398751489227277620687637943699,0x478dfc905dd9f44631e7b3a2a76f8aaf5680bc77fd17fe79179664b0ca819a18,Lighter market cap (FDV) >$1B one day after launch?,2025-12-24,0.125,2026-01-01 05:00:00.000,0.0,55056697.127347,-1.0
82217519770356329016575074180915423709787654078325574175371380456084152665514,0xab66a7d5745fc4da8a30a67665ee1de894b740644e643a6c6ec39b17212e4df5,Will Israel invade Lebanon in September?,2024-09-29,0.125,2024-09-30 12:00:00.000,0.0,13817736.165943,-1.0
37751409168070890064130120440261893477731574247683404267820510185194430319527,0xffffb2874475ae9c1e3a0e3c3c4b4e329eb3105427aa484f357bf41c5fd77c4f,No change in Fed interest rates after May 2025 meeting?,2025-04-27,0.125,2025-05-07 12:00:00.000,0.0,20629387.641397,-1.0
39199930181061027002976945656289590914091865583643541107948177704448092689848,0xcb06319aa9e029904c93c1df7d10b7ce7d6aab2b25b8f661e0cf57ea048a1567,Will Atletico Madrid win the 2025–26 Champions League?,2026-04-26,0.126,2026-05-31 00:00:00.000,0.0,24660057.10849773,-1.0
72685162394098505217895638060393901041260225434938300730127268362092284806692,0xc40cbb2d7f5d2c43c624bd5b1d0b18cd3d0682b3937363ec7c1ad1d13bee107e,Will Andrew Cuomo win the 2025 NYC mayoral election?,2025-10-29,0.1265,2025-11-04 12:00:00.000,0.0,48755937.180665,-1.0
59266083370178875282124191940686913388686921997545132180129524954487833756236,0xea17b1284d10617a57f910b2ea63bdef481b1724a4b899d454ff104bea67b657,Will d4vd be the #1 searched person on Google this year?,2025-12-04,0.1265,2025-12-31 00:00:00.000,1.0,13950282.417654,6.905138339920948
105832362350788616148612362642992403996714020918558917275151746177525518770551,0xebddfcf7b4401dade8b4031770a1ab942b01854f3bed453d5df9425cd9f211a9,Will Zohran Mamdani win the 2025 NYC mayoral election?,2025-10-29,0.1275,2025-11-04 12:00:00.000,0.0,143254859.334333,-1.0
108294418470154331012315576418925896822555088973525283627907335955315114276930,0x7a461888f0011b1730d74422388d76626b800033eb10a8fff4643984fb9f8806,Will Donald Trump be the #1 searched person on Google this year?,2025-11-24,0.13,2025-12-31 00:00:00.000,0.0,10483734.021399,-1.0
38900961827750672511506736913942615589564036575562991041335087415347347796043,0x1f37446953386f655a6032c9a51c9cc552efa4c1b61c456bd40e1353423d7405,Will Bitcoin hit $100k today?,2024-11-21,0.13,2024-11-22 12:00:00.000,0.0,9846390.507191,-1.0
40486845757649539115541074089071083804261584217856121899380374870077656913924,0x71da2bbc04a7eae0d8ef739c17025d85917c0ea7db07646b6400a4f6ccb9f304,No change in Fed interest rates after December 2024 meeting?,2024-12-08,0.13,2024-12-18 12:00:00.000,0.0,7400313.75189,-1.0
98951343420969493497594761179562691809954416596888138302255086663562042936451,0x13e1cc703a120883a709d3bb29707097952845d61ca6793ea2b4328bae2a7451,Will the Boston Celtics win the 2026 NBA Finals?,2026-04-23,0.1305,2026-07-01 00:00:00.000,0.0,13369252.460822184,-1.0
35768725149562192699070006303662567010406472338668143689111965491738000793190,0x260fd9d6b10746909a26c2af7a68b409f757c95a07dc57ddd480774a36c8399b,Will Fed cut interest rates 3 times in 2024?,2024-12-08,0.1325,2024-12-30 12:00:00.000,0.0,8337156.91915808,-1.0
93119283163420984666329627600000273753909488383271496422725436610044958733622,0xfbe85201ab2b4acff01cd5a3639039fc813d3448c64db081f70926bd9b9e74e9,Will Abelardo de la Espriella  win the 2026 Colombian presidential election?,2026-06-14,0.135,2026-06-21 14:00:00.000,0.0,6883971.476312924,-1.0
113967255285729983096369270222893793194300185054195401492031449617986822928022,0xb02e8bc0b915c7d6fc79363f84ca301edeb3c5cd7a7c30cf9517cb4a49a96e35,"US strikes Iran by February 13, 2026?",2026-02-05,0.135,2026-02-05 00:00:00.000,0.0,15146244.148657,-1.0
13411284055273560855537595688801764123705139415061660246624128667183605973730,0xcb111226a8271fed0c71bb5ec1bd67b2a4fd72f1eb08466e2180b9efa99d3f32,Fed decreases interest rates by 25 bps after December 2025 meeting?,2025-11-30,0.135,2025-12-10 00:00:00.000,0.0,54634506.683355,-1.0
22743545232446807558100435971371787452946094386062548304401212118766791219432,0xc90381f6021b8dc8d07dd3d783d3927f34706f8ce1ed097b21cc92f31b5be076,Will Brazil win on 2026-06-19?,2026-06-15,0.135,2026-06-20 00:30:00.000,0.0,8523406.23501897,-1.0
99693453180573360817239647658551491302597637631928074955157125575801041271704,0x2a3a29b57597777e5d2941c419716b02a7b8c43b5c19c4ac746ae2d9c720cbe1,No change in Fed interest rates after 2024 November meeting?,2024-10-28,0.135,2024-11-07 12:00:00.000,0.0,7995206.758932,-1.0
97799548617883562371099987524353846715161843398499100552568275384882002822021,0x6aa39e488afd5dd8e1cd995258c28c3c485dbc4d467d4eb4d94fc6f30e172833,Will Trump talk to Xi Jinping in March?,2026-03-23,0.135,2026-03-31 00:00:00.000,0.0,12358578.449661002,-1.0
88613172803544318200496156596909968959424174365708473463931555296257475886634,0xac1b6017f9447f21dfd69829b5d7b084aef5893f7ddd6abdca8d95f40238f398,Will Tesla launch a driverless Robotaxi service before July?,2025-06-25,0.135,2025-06-30 12:00:00.000,0.0,11890598.366776,-1.0
4535122699075910617296689739209052182591729434840370870460954445200030058884,0x4befb52f7cd2b606c63731ad74e677325ff0ed0f48f1104552a34f0f54619ea3,Kharg Island no longer under Iranian control by March 31?,2026-03-22,0.135,2026-03-31 23:55:00.000,0.0,7792977.976447833,-1.0
83436187631341674368900023048437473015282796987043047613890142338156855895601,0xe2c2cba80ca7e745aef3ff3c3a359db4d862f2b0ea40a9821bb137bb9e31b40f,Will France win on 2026-06-22?,2026-06-13,0.135,2026-06-22 21:00:00.000,0.0,9191826.131226048,-1.0
10355316169421062771540371697837923442956106006258739802114788264214901200573,0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5,"US x Iran permanent peace deal by April 22, 2026?",2026-04-09,0.135,2026-04-22 00:00:00.000,0.0,26051734.516940523,-1.0
18458162592837689721996344954167351928734097423381925941564594611689887466481,0x818a1ec3439b780cdbefe9e1f962a187cb8747e7e6b146f3634fee12f80ad652,Will Dan or Simion win the diaspora vote?,2025-05-16,0.137,2025-05-18 12:00:00.000,0.0,6947261.525977,-1.0
