Date,SPY,TLT,GLD,EEM,VNQ
2005-01-03,81.38373565673828,44.56044006347656,43.02000045776367,14.562674522399902,22.547876358032227
2005-01-04,80.3892822265625,44.09342956542969,42.7400016784668,14.114307403564453,22.2089900970459
2005-01-05,79.83455657958984,44.329429626464844,42.66999816894531,13.94153118133545,21.470712661743164
2005-01-06,80.24041748046875,44.35954666137695,42.150001525878906,13.932053565979004,21.63612937927246
2005-01-07,80.12544250488281,44.460018157958984,41.84000015258789,13.959029197692871,21.58771324157715
2005-01-10,80.50428009033203,44.53030014038086,41.95000076293945,13.976523399353027,21.519126892089844
2005-01-11,79.94954681396484,44.79143524169922,42.209999084472656,13.950276374816895,21.301279067993164
2005-01-12,80.2133560180664,44.851688385009766,42.599998474121094,14.121601104736328,21.200407028198242
2005-01-13,79.5707015991211,45.28352355957031,42.599998474121094,14.063277244567871,21.200407028198242
2005-01-14,79.9901123046875,45.278507232666016,42.31999969482422,14.314802169799805,21.462650299072266
2005-01-18,80.82222747802734,45.42915725708008,42.31999969482422,14.28928279876709,21.672435760498047
2005-01-19,79.97657012939453,45.55967712402344,42.2599983215332,14.092443466186523,21.692611694335938
2005-01-20,79.489501953125,45.650108337402344,42.25,13.917468070983887,21.62401580810547
2005-01-21,79.00239562988281,45.700321197509766,42.7400016784668,14.107024192810059,21.644189834594727
2005-01-24,78.84685516357422,45.896141052246094,42.77000045776367,14.085152626037598,21.470712661743164
2005-01-25,79.0700912475586,45.46427917480469,42.2400016784668,14.212732315063477,21.06728744506836
2005-01-26,79.30685424804688,45.5496826171875,42.689998626708984,14.420510292053223,21.00273895263672
2005-01-27,79.44214630126953,45.46427917480469,42.619998931884766,14.434362411499023,20.853464126586914
2005-01-28,79.44214630126953,45.92123031616211,42.689998626708984,14.447488784790039,20.8857421875
2005-01-31,79.9360122680664,46.05178451538086,42.220001220703125,14.637763977050781,20.86153793334961
2005-02-01,80.44335174560547,45.97872543334961,42.099998474121094,14.763165473937988,21.014841079711914
2005-02-02,80.68695068359375,46.084571838378906,42.15999984741211,14.809818267822266,21.248821258544922
2005-02-03,80.4771957397461,46.05938720703125,41.68000030517578,14.794511795043945,21.313383102416992
2005-02-04,81.33635711669922,46.69947814941406,41.470001220703125,15.025615692138672,21.603851318359375
2005-02-07,81.22811126708984,47.04725646972656,41.27000045776367,15.073009490966797,21.53122901916504
2005-02-08,81.32284545898438,47.31444549560547,41.2599983215332,15.102161407470703,21.583683013916016
2005-02-09,80.7139892578125,47.4404411315918,41.310001373291016,15.053319931030273,21.72084617614746
2005-02-10,81.00487518310547,46.80032730102539,41.75,15.12623119354248,21.886255264282227
2005-02-11,81.70169830322266,46.770084381103516,42.08000183105469,15.273494720458984,21.95079231262207
2005-02-14,81.64080810546875,46.916229248046875,42.54999923706055,15.382855415344238,21.954832077026367
2005-02-15,81.9452133178711,46.6793327331543,42.58000183105469,15.419304847717285,22.051658630371094
2005-02-16,81.99935913085938,46.502906799316406,42.52000045776367,15.371916770935059,22.180763244628906
2005-02-17,81.33635711669922,46.21052932739258,42.72999954223633,15.346400260925293,22.16462516784668
2005-02-18,81.44464111328125,45.797237396240234,42.75,15.535219192504883,21.97098159790039
2005-02-22,80.2336654663086,45.59563446044922,43.56999969482422,15.478354454040527,21.341615676879883
2005-02-23,80.80870056152344,45.74681854248047,43.41999816894531,15.549803733825684,21.260936737060547
2005-02-24,81.34314727783203,45.64602279663086,43.33000183105469,15.791116714477539,21.277070999145508
2005-02-25,82.1481704711914,45.86780548095703,43.5,16.082006454467773,21.583683013916016
2005-02-28,81.60694122314453,45.37387466430664,43.529998779296875,16.05503273010254,21.523160934448242
2005-03-01,82.01287841796875,45.35969543457031,43.220001220703125,16.100234985351562,21.74908447265625
2005-03-02,81.97230529785156,45.299034118652344,43.25,15.834858894348145,21.603851318359375
2005-03-03,82.00613403320312,45.27375793457031,42.970001220703125,15.878599166870117,21.72084617614746
2005-03-04,83.02764129638672,45.76417922973633,43.380001068115234,16.068151473999023,22.128313064575195
2005-03-07,83.06819915771484,45.94622802734375,43.470001220703125,16.17386245727539,22.233211517333984
2005-03-08,82.7570571899414,45.51139450073242,44.029998779296875,16.050655364990234,22.10814094543457
2005-03-09,81.83699035644531,44.76813507080078,44.02000045776367,15.958795547485352,21.482818603515625
2005-03-10,82.01966094970703,45.0411491394043,44.20000076293945,15.805695533752441,21.62805938720703
2005-03-11,81.44464111328125,44.71249008178711,44.43000030517578,15.716753005981445,21.385997772216797
2005-03-14,81.95201873779297,44.98052978515625,44.029998779296875,15.596467971801758,21.684534072875977
2005-03-15,81.27549743652344,44.697349548339844,44.060001373291016,15.2078857421875,21.656286239624023
2005-03-16,80.58545684814453,44.97040557861328,44.310001373291016,15.078837394714355,21.398094177246094
2005-03-17,80.74779510498047,45.11699295043945,43.81999969482422,15.353690147399902,21.62401580810547
2005-03-18,80.50804901123047,44.8338508605957,43.88999938964844,15.28443431854248,21.547367095947266
2005-03-21,80.20922088623047,44.70745849609375,43.09000015258789,15.063525199890137,21.402135848999023
2005-03-22,79.39425659179688,44.32820510864258,42.650001525878906,14.785036087036133,21.01886749267578
2005-03-23,79.46215057373047,44.54059982299805,42.41999816894531,14.597673416137695,20.982563018798828
2005-03-24,79.55720520019531,44.63161087036133,42.38999938964844,14.58163070678711,21.0250244140625
2005-03-28,79.67269134521484,44.358577728271484,42.540000915527344,14.682242393493652,20.918872833251953
2005-03-29,79.14295959472656,44.621517181396484,42.560001373291016,14.30240535736084,20.927038192749023
2005-03-30,80.26358795166016,44.84398651123047,42.61000061035156,14.62829303741455,21.204648971557617
2005-03-31,80.11416625976562,45.16758346557617,42.81999969482422,14.785036087036133,21.155656814575195
2005-04-01,79.75420379638672,45.319766998291016,42.619998931884766,14.872518539428711,21.167905807495117
2005-04-04,79.89004516601562,45.309661865234375,42.400001525878906,14.905325889587402,21.07401466369629
2005-04-05,80.27032470703125,45.19294738769531,42.45000076293945,14.90168571472168,21.0250244140625
2005-04-06,80.54882049560547,45.35026168823242,42.630001068115234,15.105813980102539,21.135251998901367
2005-04-07,80.98348999023438,44.98488235473633,42.56999969482422,15.258185386657715,21.32713508605957
2005-04-08,80.14127349853516,45.1422119140625,42.689998626708984,15.186009407043457,21.229141235351562
2005-04-11,80.20243072509766,45.385799407958984,42.779998779296875,15.04019546508789,21.24955177307129
2005-04-12,80.61671447753906,45.80701446533203,42.84000015258789,15.229752540588379,21.535341262817383
2005-04-13,79.66592407226562,45.69534683227539,42.900001525878906,14.926466941833496,21.559831619262695
2005-04-14,78.62677764892578,45.624305725097656,42.310001373291016,14.544449806213379,21.35572052001953
2005-04-15,77.52656555175781,46.228233337402344,42.400001525878906,14.238250732421875,21.514923095703125
2005-04-18,77.76423645019531,46.192745208740234,42.689998626708984,14.406656265258789,21.48225975036621
2005-04-19,78.38231658935547,46.639305114746094,43.279998779296875,14.647974014282227,21.588411331176758
2005-04-20,77.28883361816406,46.52256774902344,43.400001525878906,14.30240535736084,21.535341262817383
2005-04-21,78.78980255126953,46.035404205322266,43.189998626708984,14.71431827545166,21.531261444091797
2005-04-22,78.49095153808594,46.42107009887695,43.38999938964844,14.551739692687988,21.698633193969727
2005-04-25,79.00714111328125,46.55813980102539,43.439998626708984,14.82731819152832,21.935428619384766
2005-04-26,78.23963928222656,46.48708724975586,43.63999938964844,14.675680160522461,21.964008331298828
2005-04-27,78.54531860351562,46.64945983886719,43.20000076293945,14.542994499206543,22.135465621948242
2005-04-28,77.56048583984375,46.99457550048828,43.0,14.31115436553955,22.082393646240234
2005-04-29,78.61320495605469,46.91338348388672,43.349998474121094,14.600584030151367,22.3763370513916
2005-05-02,79.05465698242188,46.90318298339844,42.880001068115234,14.697546005249023,22.360002517700195
2005-05-03,79.19048309326172,47.030540466308594,42.7599983215332,14.683696746826172,22.392663955688477
2005-05-04,79.80172729492188,46.61796188354492,42.900001525878906,15.083944320678711,22.413076400756836
2005-05-05,79.77458953857422,46.72494125366211,42.90999984741211,15.163413047790527,22.698854446411133
2005-05-06,79.52326202392578,46.37862014770508,42.52000045776367,15.204239845275879,22.413076400756836
2005-05-09,80.01904296875,46.42443084716797,42.54999923706055,15.218082427978516,22.800926208496094
2005-05-10,79.19048309326172,46.755496978759766,42.63999938964844,14.876160621643066,22.800926208496094
2005-05-11,79.62516784667969,46.898094177246094,42.689998626708984,14.945425987243652,22.813161849975586
2005-05-12,78.74903869628906,47.081459045410156,42.15999984741211,14.690258026123047,22.584545135498047
2005-05-13,78.59278106689453,47.264774322509766,41.95000076293945,14.539346694946289,22.576374053955078
2005-05-16,79.32630920410156,47.20876693725586,41.880001068115234,14.712129592895508,22.682525634765625
2005-05-17,79.8560791015625,47.34120178222656,41.86000061035156,14.715777397155762,22.882570266723633
2005-05-18,80.67787170410156,47.6569709777832,42.04999923706055,15.008849143981934,23.10710906982422
2005-05-19,81.01741790771484,47.534751892089844,41.97999954223633,15.063525199890137,23.41329002380371
2005-05-20,80.9020004272461,47.59075927734375,41.650001525878906,15.025615692138672,23.46229362487793
2005-05-23,81.35022735595703,47.96254348754883,41.619998931884766,15.075193405151367,23.515361785888672
2005-05-24,81.1600570678711,48.09498596191406,41.72999954223633,15.031452178955078,23.188766479492188
2005-05-25,81.09891510009766,47.75883865356445,41.869998931884766,14.923551559448242,22.902982711791992
2005-05-26,81.53359985351562,47.743560791015625,41.689998626708984,15.09123420715332,22.805009841918945
2005-05-27,81.66944885253906,47.79450225830078,41.880001068115234,15.1933012008667,22.92338752746582
2005-05-31,81.14647674560547,48.38530731201172,41.650001525878906,15.062074661254883,23.16427230834961
2005-06-01,81.83921813964844,48.97780990600586,41.529998779296875,15.239954948425293,23.42962646484375
2005-06-02,82.01580810546875,49.095359802246094,42.099998474121094,15.355874061584473,23.34798240661621
2005-06-03,81.60154724121094,48.6915168762207,42.16999816894531,15.276413917541504,23.3520565032959
2005-06-06,81.52678680419922,48.94709777832031,42.47999954223633,15.430240631103516,23.527610778808594
2005-06-07,81.58792877197266,49.33562088012695,42.380001068115234,15.353690147399902,23.72765350341797
2005-06-08,81.43853759765625,49.100467681884766,42.34000015258789,15.295363426208496,23.82563591003418
2005-06-09,81.82562255859375,49.05959701538086,42.27000045776367,15.375556945800781,23.85012435913086
2005-06-10,81.63545227050781,48.507469177246094,42.619998931884766,15.419304847717285,23.801143646240234
2005-06-13,81.89354705810547,48.21609115600586,42.779998779296875,15.480544090270996,23.91136932373047
2005-06-14,82.08374786376953,47.89917755126953,42.599998474121094,15.543967247009277,24.107330322265625
2005-06-15,82.23993682861328,47.98606491088867,42.7400016784668,15.65988540649414,24.1604061126709
2005-06-16,82.45050048828125,48.22632598876953,43.459999084472656,15.799864768981934,24.184894561767578
2005-06-17,82.7559585571289,48.2212028503418,43.630001068115234,15.990148544311523,24.458438873291016
2005-06-20,82.78327178955078,48.13938903808594,43.65999984741211,15.845796585083008,24.438024520874023
2005-06-21,82.83097839355469,48.49214553833008,43.810001373291016,15.769245147705078,24.22980499267578
2005-06-22,82.89918518066406,49.080020904541016,43.720001220703125,15.917972564697266,24.19306182861328
2005-06-23,81.73311614990234,49.02888107299805,44.02000045776367,15.638012886047363,24.107330322265625
2005-06-24,81.13304901123047,49.274295806884766,43.900001525878906,15.583338737487793,24.05834197998047
2005-06-27,81.24893951416016,49.40719985961914,43.90999984741211,15.68175983428955,24.026975631713867
2005-06-28,81.93084716796875,49.069793701171875,43.45000076293945,15.799864768981934,24.146677017211914
2005-06-29,81.71263885498047,48.99313735961914,43.630001068115234,15.70800495147705,24.225086212158203
2005-06-30,81.26943969726562,49.43276596069336,43.439998626708984,15.65988540649414,24.229211807250977
2005-07-01,81.50809478759766,48.83359146118164,42.70000076293945,15.716753005981445,24.43560791015625
2005-07-05,82.16272735595703,48.37194061279297,42.279998779296875,15.786745071411133,24.745174407958984
2005-07-06,81.47400665283203,48.63872146606445,42.25,15.710190773010254,24.683263778686523
2005-07-07,81.79447937011719,48.741275787353516,42.36000061035156,15.756117820739746,24.708038330078125
