Date,COWZ,DGRW,FLQL,IWD,JQUA,QDF,QQQ,QUAL,SPHQ,SPY,VFLO
2005-01-03,,,,40.51001739501953,,,33.652950286865234,,,81.38371276855469,
2005-01-04,,,,40.176849365234375,,,33.03952407836914,,,80.38928985595703,
2005-01-05,,,,39.92388916015625,,,32.83504867553711,,,79.83451843261719,
2005-01-06,,,,40.12748336791992,,,32.67318344116211,,,80.24044799804688,
2005-01-07,,,,39.97941970825195,,,32.84356689453125,,,80.12541198730469,
2005-01-10,,,,40.139827728271484,,,32.82653045654297,,,80.50426483154297,
2005-01-11,,,,39.88686752319336,,,32.596500396728516,,,79.94950103759766,
2005-01-12,,,,39.97941970825195,,,32.869136810302734,,,80.21337127685547,
2005-01-13,,,,39.78816604614258,,,32.434627532958984,,,79.57069396972656,
2005-01-14,,,,40.022621154785156,,,32.741329193115234,,,79.9901123046875,
2005-01-18,,,,40.42980194091797,,,32.9884033203125,,,80.82221221923828,
2005-01-19,,,,40.10282516479492,,,32.443153381347656,,,79.97659301757812,
2005-01-20,,,,39.868377685546875,,,31.821189880371094,,,79.48951721191406,
2005-01-21,,,,39.68326187133789,,,31.56561279296875,,,79.00243377685547,
2005-01-24,,,,39.73263931274414,,,31.122591018676758,,,78.84683227539062,
2005-01-25,,,,39.769649505615234,,,31.27594566345215,,,79.070068359375,
2005-01-26,,,,39.84368896484375,,,31.650806427001953,,,79.30684661865234,
2005-01-27,,,,39.874542236328125,,,31.608203887939453,,,79.4421615600586,
2005-01-28,,,,39.806671142578125,,,31.454851150512695,,,79.4421615600586,
2005-01-31,,,,40.23237991333008,,,31.863805770874023,,,79.93599700927734,
2005-02-01,,,,40.58405303955078,,,31.966041564941406,,,80.44335174560547,
2005-02-02,,,,40.74447250366211,,,32.017154693603516,,,80.68694305419922,
2005-02-03,,,,40.676597595214844,,,31.650806427001953,,,80.47723388671875,
2005-02-04,,,,41.133148193359375,,,32.16199493408203,,,81.33638763427734,
2005-02-07,,,,41.04677963256836,,,32.09382247924805,,,81.22813415527344,
2005-02-08,,,,41.14550018310547,,,32.15347671508789,,,81.32283020019531,
2005-02-09,,,,40.8863639831543,,,31.616735458374023,,,80.71397399902344,
2005-02-10,,,,41.126976013183594,,,31.650806427001953,,,81.00489807128906,
2005-02-11,,,,41.349098205566406,,,32.11939239501953,,,81.70164489746094,
2005-02-14,,,,41.373775482177734,,,32.264225006103516,,,81.64080047607422,
2005-02-15,,,,41.5341682434082,,,32.47721481323242,,,81.94522857666016,
2005-02-16,,,,41.577362060546875,,,32.35793685913086,,,81.99935150146484,
2005-02-17,,,,41.3182373046875,,,31.92344093322754,,,81.33638763427734,
2005-02-18,,,,41.3182373046875,,,31.821189880371094,,,81.44459533691406,
2005-02-22,,,,40.621063232421875,,,31.429298400878906,,,80.23368835449219,
2005-02-23,,,,41.04059982299805,,,31.471879959106445,,,80.8086929321289,
2005-02-24,,,,41.330589294433594,,,31.8723201751709,,,81.3431167602539,
2005-02-25,,,,41.7747917175293,,,32.05122756958008,,,82.14817810058594,
2005-02-28,,,,41.60821533203125,,,31.7104434967041,,,81.60694122314453,
2005-03-01,,,,41.6945915222168,,,32.059757232666016,,,82.01285552978516,
2005-03-02,,,,41.76245880126953,,,32.04271697998047,,,81.97229766845703,
2005-03-03,,,,41.79331588745117,,,31.77861785888672,,,82.006103515625,
2005-03-04,,,,42.354732513427734,,,31.966041564941406,,,83.02764129638672,
2005-03-07,,,,42.34239959716797,,,32.42610549926758,,,83.06820678710938,
2005-03-08,,,,42.194332122802734,,,32.102359771728516,,,82.75704193115234,
2005-03-09,,,,41.65757369995117,,,32.008636474609375,,,81.83697509765625,
2005-03-10,,,,41.6822395324707,,,31.966041564941406,,,82.01964569091797,
2005-03-11,,,,41.51567459106445,,,31.66785430908203,,,81.44459533691406,
2005-03-14,,,,41.842655181884766,,,31.81267738342285,,,81.95198822021484,
2005-03-15,,,,41.552677154541016,,,31.557083129882812,,,81.27545928955078,
2005-03-16,,,,41.231868743896484,,,31.199277877807617,,,80.58544921875,
2005-03-17,,,,41.39844512939453,,,31.27594566345215,,,80.74779510498047,
2005-03-18,,,,41.256561279296875,,,31.10553741455078,,,80.50807189941406,
2005-03-21,,,,41.17015838623047,,,31.165180206298828,,,80.20923614501953,
2005-03-22,,,,40.60255813598633,,,30.781808853149414,,,79.39425659179688,
2005-03-23,,,,40.57170486450195,,,30.892559051513672,,,79.46215057373047,
2005-03-24,,,,40.58665466308594,,,30.90104866027832,,,79.55724334716797,
2005-03-28,,,,40.630157470703125,,,30.96070671081543,,,79.67268371582031,
2005-03-29,,,,40.3192138671875,,,30.71364402770996,,,79.1429214477539,
2005-03-30,,,,40.878929138183594,,,31.29298210144043,,,80.2635498046875,
2005-03-31,,,,40.92869186401367,,,31.156660079956055,,,80.11417388916016,
2005-04-01,,,,40.87272644042969,,,30.841447830200195,,,79.75421142578125,
2005-04-04,,,,40.92869186401367,,,31.062944412231445,,,79.89002227783203,
2005-04-05,,,,40.89760208129883,,,31.148130416870117,,,80.2703628540039,
2005-04-06,,,,41.23344421386719,,,31.097030639648438,,,80.548828125,
2005-04-07,,,,41.35783004760742,,,31.471879959106445,,,80.98346710205078,
2005-04-08,,,,41.0157585144043,,,31.21630859375,,,80.14130401611328,
2005-04-11,,,,41.059295654296875,,,31.07998275756836,,,80.20242309570312,
2005-04-12,,,,41.23344421386719,,,31.233360290527344,,,80.61675262451172,
2005-04-13,,,,40.735897064208984,,,30.722150802612305,,,79.66588592529297,
2005-04-14,,,,40.145076751708984,,,30.28764533996582,,,78.62676239013672,
2005-04-15,,,,39.52935791015625,,,29.597553253173828,,,77.52650451660156,
2005-04-18,,,,39.77192687988281,,,29.606060028076172,,,77.76424407958984,
2005-04-19,,,,40.163719177246094,,,29.810565948486328,,,78.38224792480469,
2005-04-20,,,,39.48583221435547,,,29.563478469848633,,,77.28882598876953,
2005-04-21,,,,40.1886100769043,,,30.3472843170166,,,78.78978729248047,
2005-04-22,,,,40.0704345703125,,,29.895740509033203,,,78.49091339111328,
2005-04-25,,,,40.49956512451172,,,30.142831802368164,,,79.00709533691406,
2005-04-26,,,,40.0704345703125,,,29.861665725708008,,,78.2396469116211,
2005-04-27,,,,40.25701141357422,,,29.904247283935547,,,78.5452651977539,
2005-04-28,,,,39.65996551513672,,,29.606060028076172,,,77.56047821044922,
2005-04-29,,,,40.219703674316406,,,29.80202865600586,,,78.6131820678711,
2005-05-02,,,,40.449806213378906,,,29.92129135131836,,,79.05463409423828,
2005-05-03,,,,40.368961334228516,,,30.07465934753418,,,79.19052124023438,
2005-05-04,,,,40.829185485839844,,,30.441009521484375,,,79.80175018310547,
2005-05-05,,,,40.748329162597656,,,30.466567993164062,,,79.7745590209961,
2005-05-06,,,,40.68614196777344,,,30.551773071289062,,,79.52328491210938,
2005-05-09,,,,40.98466110229492,,,30.696592330932617,,,80.01904296875,
2005-05-10,,,,40.43115234375,,,30.47507667541504,,,79.19052124023438,
2005-05-11,,,,40.63639831542969,,,30.62843894958496,,,79.62515258789062,
2005-05-12,,,,40.0517692565918,,,30.54324722290039,,,78.74903869628906,
2005-05-13,,,,39.740821838378906,,,30.875518798828125,,,78.59281921386719,
2005-05-16,,,,40.2010383605957,,,31.07998275756836,,,79.3263168334961,
2005-05-17,,,,40.443603515625,,,31.267425537109375,,,79.85607147216797,
2005-05-18,,,,40.860267639160156,,,31.693410873413086,,,80.6778793334961,
2005-05-19,,,,41.1339225769043,,,31.957521438598633,,,81.0174560546875,
2005-05-20,,,,41.0157585144043,,,32.0853157043457,,,80.9020004272461,
2005-05-23,,,,41.28319549560547,,,32.24718475341797,,,81.35022735595703,
2005-05-24,,,,41.09040451049805,,,32.34944534301758,,,81.1600570678711,
2005-05-25,,,,41.109046936035156,,,32.21311950683594,,,81.09894561767578,
2005-05-26,,,,41.295616149902344,,,32.53687286376953,,,81.5335922241211,
2005-05-27,,,,41.388916015625,,,32.553890228271484,,,81.66942596435547,
2005-05-31,,,,41.177467346191406,,,32.443153381347656,,,81.146484375,
2005-06-01,,,,41.6128044128418,,,32.70725631713867,,,81.83921813964844,
2005-06-02,,,,41.65635681152344,,,32.93729782104492,,,82.01581573486328,
2005-06-03,,,,41.47599792480469,,,32.46017837524414,,,81.60150909423828,
2005-06-06,,,,41.5070915222168,,,32.468692779541016,,,81.52681732177734,
2005-06-07,,,,41.538169860839844,,,32.19606399536133,,,81.58792877197266,
2005-06-08,,,,41.52573013305664,,,32.1279182434082,,,81.43850708007812,
2005-06-09,,,,41.650123596191406,,,32.33240509033203,,,81.82563781738281,
2005-06-10,,,,41.73097229003906,,,31.991588592529297,,,81.63546752929688,
2005-06-13,,,,41.80561447143555,,,32.14494705200195,,,81.89356231689453,
2005-06-14,,,,41.979732513427734,,,32.017154693603516,,,82.08374786376953,
2005-06-15,,,,41.99837875366211,,,32.11939239501953,,,82.23993682861328,
2005-06-16,,,,42.222286224365234,,,32.289798736572266,,,82.45048522949219,
2005-06-17,,,,42.44618606567383,,,32.29404830932617,,,82.7559585571289,
2005-06-20,,,,42.40369415283203,,,32.29404830932617,,,82.78324127197266,
2005-06-21,,,,42.34751892089844,,,32.27699279785156,,,82.83097839355469,
2005-06-22,,,,42.38499069213867,,,32.24290084838867,,,82.89915466308594,
2005-06-23,,,,41.935340881347656,,,31.884714126586914,,,81.73312377929688,
2005-06-24,,,,41.57938003540039,,,31.526567459106445,,,81.13301849365234,
2005-06-27,,,,41.716766357421875,,,31.38160514831543,,,81.24896240234375,
2005-06-28,,,,41.9166145324707,,,31.68006706237793,,,81.93087768554688,
2005-06-29,,,,41.92909240722656,,,31.611841201782227,,,81.71265411376953,
2005-06-30,,,,41.61683654785156,,,31.36454200744629,,,81.2694091796875,
2005-07-01,,,,41.9228515625,,,31.32191276550293,,,81.50808715820312,
2005-07-05,,,,42.222599029541016,,,31.645959854125977,,,82.16270446777344,
2005-07-06,,,,41.904109954833984,,,31.492460250854492,,,81.4739761352539,
2005-07-07,,,,41.966552734375,,,31.60332489013672,,,81.79448699951172,
2005-07-08,,,,42.3974609375,,,32.20877456665039,,,82.72870635986328,
2005-07-11,,,,42.55982971191406,,,32.50725173950195,,,83.1514663696289,
2005-07-12,,,,42.64725875854492,,,32.66073989868164,,,83.36968994140625,
2005-07-13,,,,42.71597671508789,,,32.737483978271484,,,83.48560333251953,
2005-07-14,,,,42.69097900390625,,,33.06153106689453,,,83.81290435791016,
2005-07-15,,,,42.76593780517578,,,33.16389465332031,,,83.76519012451172,
2005-07-18,,,,42.50364303588867,,,33.027435302734375,,,83.43107604980469,
2005-07-19,,,,42.70347213745117,,,33.41117477416992,,,83.88792419433594,
2005-07-20,,,,42.79090881347656,,,33.64993667602539,,,84.17434692382812,
2005-07-21,,,,42.441165924072266,,,33.65848159790039,,,83.68334197998047,
2005-07-22,,,,42.865840911865234,,,33.61583709716797,,,84.24252319335938,
2005-07-25,,,,42.71597671508789,,,33.48789978027344,,,84.00386047363281,
2005-07-26,,,,42.80965805053711,,,33.61583709716797,,,84.10614013671875,
2005-07-27,,,,42.88458251953125,,,33.87165832519531,,,84.41300201416016,
2005-07-28,,,,43.22181701660156,,,34.033687591552734,,,84.94486999511719,
2005-07-29,,,,42.9033203125,,,33.75227355957031,,,84.37893676757812,
2005-08-01,,,,42.84088134765625,,,33.81197738647461,,,84.31753540039062,
2005-08-02,,,,43.103153228759766,,,34.17865753173828,,,84.82215881347656,
2005-08-03,,,,43.29050064086914,,,34.161590576171875,,,85.04719543457031,
2005-08-04,,,,42.91580581665039,,,33.829017639160156,,,84.3652572631836,
2005-08-05,,,,42.52860641479492,,,33.66699981689453,,,83.79242706298828,
2005-08-08,,,,42.45365905761719,,,33.4196891784668,,,83.6355972290039,
2005-08-09,,,,42.697227478027344,,,33.64140701293945,,,84.14022064208984,
2005-08-10,,,,42.80965805053711,,,33.351478576660156,,,84.09932708740234,
2005-08-11,,,,43.034446716308594,,,33.624351501464844,,,84.43341827392578,
2005-08-12,,,,42.834625244140625,,,33.436767578125,,,83.91520690917969,
2005-08-15,,,,42.95950698852539,,,33.64140701293945,,,84.43341827392578,
2005-08-16,,,,42.5411262512207,,,33.09565734863281,,,83.33557891845703,
